Description,Product Group
"Shrink sleeve WMS 12,7 (60X20)R YE",Pipes Shrinks Clamps
"Shrink sleeve WMS 6,4 (30X10)R YE",Pipes Shrinks Clamps
"Power switch screw 3,0x44",Consumables
"Conduit clip ZN, with single hole 20",Consumables
"Bridge conduit clip ZN, with double hole 20",Consumables
"Bridge conduit clip ZN, with double hole 25",Consumables
Conductor holder DEHNgrip SS A2. Conductor ø8 mm. 20 mm high,Consumables
Voltalert Voltage Detector 2AC,Tools
Fluke T6-1000 PRO Electrical Tester,Tools
M 8X20 Hexagon bolt ZN,Consumables
Threaded Rod M6X1000 DIN 976-1 A4-80,Consumables
DIN 964 A4 M 8x25,Consumables
Set bolt 8X35 Electrogalvanized,Consumables
DRILL SCREW 4.2 x 25.0 CRH FLN DPZ & C S,Consumables
"RS PRO Pipe fitting, Angle socket, Steel, Galvanized, nominal size: 25mm",Electrical Components
"RS PRO Rørfitting, T-stykke, Stål, Galvaniseret, nominal størrelse: 25mm",Electrical Components
"RS PRO Pipe fitting, Grommet, Steel, Galvanized, nominal size: 25mm",Electrical Components
"RS PRO Pipe fitting, End cap, Steel, Galvanized, nominal size: 25mm",Electrical Components
M5 DIN 6923 8 ZN flangenut,Consumables
M6 DIN 6923 8 ZN flangenut ,Consumables
6 ZN washer DIN 9021,Consumables
8 ZN washer DIN 9021,Consumables
"DIN 9021 A4 5,3 ~",Consumables
"6 ZN 6,4X25X1,50 washer",Consumables
16 ZN SPRING LOCK WASCHER DIN 128A 100 pcs Pack,Consumables
12 ZN Spring lock wascher DIN 127B ,Consumables
6 ZN spring washer DIN 7980,Consumables
"NF E 25-511 M A2 8x18x1,4",Consumables
10RFA2 AFNOR WASHER SHAPE M NF E 25-511,Consumables
"NF E 25-511 M A2 12x27x1,8",Consumables
"RS PRO Threading die, Thread: 25 mm x 1.5mm pitch, Outer Diameter: 42mm",Electrical Components
"RS PRO Klup, 42mm",Electrical Components
"""Irimo 1/2"""" Bit drivers hexagonal 180-08-1""",Tools
MILWAUKEE® BSPT ALLOY DIE HEAD 3/4IN FOR M18 FPT2,Tools
"Wiha Momentskruetrækker, Form: Phillips, lige kærv 2,5 mm, 3,5 mm, 5,5 mm, PH1 mm, PH2 mm, PZ1 mm, PZ2 mm, SL/PZ1 mm",Electrical Components
Gravity- and spring-toggle KD 8,Consumables
Kipdübel KD 6 with thread fzb,Consumables
TRANEMO WORKWEAR SWEATSHIRT FR 5085 - GUL/NAVY - STR L,PPE
TRANEMO BUKS M/STRETCH FR 6322 - GUL/NAVY - STR C56,PPE
TRANEMO BUKS M/STRETCH FR 6322 - GUL/NAVY - STR C62,PPE
M10X30 DIN 912 8.8 FZB cylinder head internal 6-kt,Consumables
M10X35 DIN 912 8.8 FZB Cylinder head internal 6-kt.,Consumables
"Pre-insulated ring terminal A2510R, 1.5-2.5mm², M10",Consumables
"Pre-insulated ring terminal A4685R, 4-6mm², M8",Consumables
"Pre-insulated ring terminal A4610R, 4-6mm², M10",Consumables
"Pre-insulated fork terminal A4665G, 4-6mm², M6",Consumables
Sleeve Insulated 0.75 mm² white A0.75-8ET,Pipes Shrinks Clamps
Sleeve Insulated 1.5 mm² red A1.5-8ET,Pipes Shrinks Clamps
Tylle Insulated 2.5 mm² blue A2.5-8ET,Consumables
"Pre-insulated end terminal A4-10ET, 4mm² L10, Grey",Consumables
"Insulated terminal tube A16-12ET, 16mm² L12, Green",Consumables
CU TUBULAR CABLE LUG KR 10MM² M8,Consumables
CU KRF16-6 M6 conduit lug,Consumables
"Cu cable lug KRF16-8, 16mm² M8",Consumables
"Cu conduit lug KRF16-10, 16mm² M10",Consumables
"Cu-tube terminal KRF16-12, 16mm² M12",Consumables
Press Cable CU KRF25-8 M8,Electrical Components
"Cu-tube terminal KRF35-8, 35mm² M8",Consumables
"Cu-tube terminal KRF35-10, 35mm² M10",Consumables
"Cu-tube terminal KRF50-10, 50mm² M10",Consumables
"Cu-tube terminal KRF50-12, 50mm² M12",Consumables
Pipe Lugs CU KRF70-10 M10,Consumables
"Pipe cable CU KRF120-10 M10  200units  894078497 - Set screw M10 x 40 mm, FZB, DIN 4017, hexagon, 100 pcs.  200units",Electrical Components
"Cu-tube terminal KRF150-10, 150mm² M10",Consumables
CU-RØRKABELSKO KRF 150MM² M12,Consumables
CONDUIT LUG CU KR10-8-CP (5),Consumables
KRF 25-10 PRESS CABLE SHOE CU (5 pcs bag),Electrical Components
"C-muffe C150-185, 25-300/245-425 mm²",Consumables
CU PIPE CABLE LUG KRT 10MM² M6,Electrical Components
"Cu-tube terminal w. narrow palm KRFS70-6, 70mm² M6",Electrical Components
"Cu conduit lug with narrow strap KRFS300A-10, 300mm² M10",Consumables
"Mastergrip blind rivet nut stainless A2 open end cylindrical head M6X16,0",Consumables
PNT310X-M LEVER NUT HANDTOOL,Tools
M10X16 ISO 7380 - 010.9 ZN hexagon socket button head,Consumables
NF E 27-128 A2 M 6x25,Consumables
"Builder´s line white 1,5mmx50m",Tools
"Cable Clips no. 32 hot-galvanized, two patches",Consumables
Screw 4.2X25 DIN 7504 FZB pan head with flange sheet metal screw w/drill,Consumables
"O-ring 25,00 x 3,00 NBR-70",Consumables
"3G1,5 ",Cables
"3g2.5 mm2 TOXFREE® N2XH - Flex 0,6/1 Kv Black Cca",Cables
"5G4 - B2ca-s1a,d1,a1",Cables
Acti9 IC60 RCBO 4P 16A 300mA C 6kA A,Electrical Components
Acti9 iC60N Miniature Circuit Breaker - 3P - 63A - C curve,Electrical Components
Acti9 iC60N 4P 20A double terminal C-characteristic 6/10kA 400V width 72mm,Electrical Components
Acti9 iC60N 1P-N 16A Dobbelt terminal C-karakteristik 6/10kA 230V B:36 mm,Electrical Components
CIRCUIT BREAKER C25A 4P 6KA 4M,Electrical Components
AUTOMATSIKRING B10A 2P 25KA 2M,Electrical Components
Acti9 IC60L 2P 16A C miniature circuit breaker,Electrical Components
Acti9 iC60L 2P 63A Mono terminal C-characteristic 15kA 230/400V Width 36mm,Electrical Components
ACTI9 IC60L 4P 20A C miniature circuit breaker,Electrical Components
ACTI9 IC60L 4P 32A C miniature circuit breaker,Electrical Components
HPFI MOD IC60 2P 25A 30MA KL.A,
LOOP RAIL 9+NL1/9+NL2/9+NL3 (SOLAR),Electrical Components
"Access terminal 1P 100A long, 4 pcs",Electrical Components
"Auxiliary contact, Acti9 A9A, iSD, 1 C/O, 100mA to 6A, 24VAC to 415VAC, 24VDC to 130VDC, bottom connection",Electrical Components
"Connectors for ComPacT NSX 2//35-240mm², 4 pieces",Electrical Components
4 connectors - 2 cables - 50..120 mm² - for INS250 / INV100..250,Electrical Components
"Contact cleaner, EL-K80",Consumables
Paper tape 80gr C 75mmx50m,Consumables
Beam TCS 1 M10 HCP,Consumables
Kansas 100078 Braces Black,PPE
Washer Slide RM M10 (100) ZnNi,Consumables
ADE1M501NPN - Eaton Crouse-Hinds series Capri ADE-1F2 cable gland,Pipes Shrinks Clamps
"Screw connection M50 Polyamide IP68, Ø21-35mm, thread: 13mm",Consumables
"Forskruning M63 Messing IP68, Ø34-48mm, gevind: 15 mm",Electrical Components
385 Pipe clamp HDG 21mm (385-4 VG),Consumables
Cable Tie PA66 270x4.6 mm black,Consumables
Fire protection sealant Matte CP 617 170x170mm,Electrical Components
"Barrier strip for cable tray and ladder 60x2995, St, FT SO",Cables
Vigi iC60 - earth leakage add-on block - 4P - 40A - 30mA - AC type,Electrical Components
Vigi iC60 - earth leakage add-on block - 4P - 25A - 30mA - A type,Electrical Components
"Sheath with large expansion 30 mm, black",Consumables
Heat Shrinkable Tubing 3:1 on a Reel 9/3 red,Pipes Shrinks Clamps
Heat Shrinkable Tubing 3:1 on a Reel 24/8 red,Pipes Shrinks Clamps
Shrink tubing 3:1 on roll 24/8 green-yellow,Pipes Shrinks Clamps
Milwaukee Electrical Scissor,Tools
C.O/M.E.T Lighting Control C-Bus,Cables
"Security & Sound, 2 Conductor 16 AWG BC, LSZH, B2ca",Cables
"Heat shrinkable Yellow/Green 6.4-3.2 mm, without glue, 6M 12meters",Pipes Shrinks Clamps
Mounting box 200x154x146 mm gray,Electrical Components
"Box Geos-L 3030-18-O, 300 x 300 x 180 mm, grey",Electrical Components
"Box Geos-L 3030-18-TO, 300 x 300 x 180 mm, transparent",Electrical Components
"Box TK PS 3625-16-M, 361 x 254 x 165 mm, grey",Electrical Components
"Cable XPUJ-HF Dca 5G2.5 black, R100",Cables
Bahco Ring ratchet wrench 10 mm,Tools
Bahco Ring ratchet wrench 13 mm,Tools
"""Bahco socket set mini 1/4"""" 25 pieces 4-13mm""",Tools
Bahco Ring ratchet wrench 16 mm,Tools
"""""""Bahco socket 1/2"""""""" deep hexagonal 10mm""""""",Tools
"""""""Bahco socket 1/2"""""""" deep hexagonal 13mm""""""",Tools
"""""""Bahco socket 1/2"""""""" deep hexagonal 16mm""""""",Tools
Bahco 1/4 Clock torque wrench 20 NM,Tools
Bahco 3/8 Clock torque wrench 60 NM,
"Irimo socket 1/2"" deep bihexagonal 14mm",Tools
Pliers Wrench XL chrome plated 400 mm,Tools
"Cutter, 150L tubing",Tools
"Stahlwille Adaptor 1/4"" 1/2"" 410",Tools
"Irimo offset screwdrivers for torx head screws, long, black finish TX 10-50",Tools
"Irimo socket 1/2"" deep bihexagonal 18mm",Tools
Unite Cable cutting and stripping plier 160mm,Tools
3M Peltor X4P3 hearing protection for helmet mounting,PPE
3M securefit Safety Glasses Clear as/af,PPE
AW HIGH-VIS T-SHIRT 2530 GUL M,PPE
AW HIGH-VIS T-SHIRT 2530 GUL L,PPE
Moldex respiratory mask 2555 55 FFP3 NR D with Ventex-Valve Classics 20pcs,PPE
"Tyrolit PREMIUM cut-off wheel 125 x 1,0 x 22,23 A 60 S- BFP",Tools
Ansell Edge Cutting Retractor Cut C 48-705 size 8,PPE
EDGE CUT C 48-705 STR 9,PPE
EDGE CUT C 48-705 STR 10,PPE
Ansell Edge cut resistens gloves Cut C 48-705 size 11,PPE
Hammer drill bit SDS-plus 4 flutes 5.5X160mm,Tools
Hammer drill SDS-plus 2 cut 20X600mm,Tools
METAL DRILL BIT SW HSS-G TIN 10.0MM,Tools
METAL DRILL BIT SW HSS-G TIN 12.0MM,Tools
METAL DRILL BIT SW HSS-G TIN 8.0MM,Tools
STEP DRILL SHW 6-35MM - 2&3MM STEP,Tools
Knife Self Retracting,Tools
Marker white - lp - 1p,Consumables
Tape measure S 3M/16MM,Tools
Mt Blade Sl Tct/Ti M35X32Mm,Tools
Metal Drill HSSG TIN 10mm 5 drills,Tools
Milwaukee Metal Drill HSSG TIN 7mm 5 pcs,Tools
Milwaukee 18V Drill Driver M18 ONEDD3-0X solo,Tools
Milwaukee Bandsaw Blade Bi metal 1140x8/10T 3pcs,Tools
Screwdr. Bit SHW TX20 90mm,Tools
Milwaukee Press Tray RU22 Cu120/Al95,Tools
PRESS TRAY RU22 CU185/AL150,Tools
Milwaukee Screwdriver VDE SL 0.5x3x100mm,Tools
Abus Padlock 54TI/50,Consumables
Threading head Milwaukee FPT,Tools
"Security & Sound, 2 Conductor 22 AWG BC, LSZH, Shielded, B2ca",Cables
"Bayonet adapter - Plasma, Superplasma & HP when use earmuff SC",Consumables
"Metal drillbit SW HSS-G TIN 6,0MM",Tools
"Metal drillbit SW HSS-G TIN 8,0MM",Tools
"Metal drillbit SW HSS-G TIN 10,0MM",Tools
"RS PRO Channel, Stainless Steel, Rigid Silver, Diameter: 25mm, L: 3m, 1.5mm",Electrical Components
Bahco hss-g drill 11mm,Tools
"Gel box for cables for joint sleeves series 221 and 2273, size 1, grey",Electrical Components
"Gel box for cables for joint sleeves series 221 and 2273, size 2, grey",Electrical Components
Support plate for concrete base,Consumables
Concrete base,Consumables
Holder Sort m. Lim 28x28mm MB4A,Cables
Cable Tie 387x7.6 mm black,Consumables
"Security & Sound, 2 Conductor 16 AWG, BC, Shielded, CMR",Cables
"SKINDICHT® BL-M M75x1,5",Consumables
TEXILINE HF90 CABLE 6 MM² BLACK,Cables
CABLE 3G6 RZ1-K FLEX 500M TR. BLACK B2CA,Cables
"Cable 5G2,5 RZ1-K FLEX 500M TR.SORT B2CA",Cables
CABLE 5G16 RZ1-K FLEX 500M TR. BLACK B2CA,Cables
CABLE 5G4 RZ1-K FLEX 500M TR. BLACK B2CA,Cables
CABLE 5G6 RZ1-K FLEX 500M TR. BLACK B2CA,Cables
CABLE 3G2.5 N2XH-J 500M DRUM B2CA,Cables
CABLE 3G1.5 N2XH-J 500M DRUM B2CA,Cables
"Catcher mast 5.0 meters. Complete. Alu. Ø40/16/10 mm. Including foot, 6 x 16 kg concrete bricks, underlay and wedge. Max wind load 146 km/h.",Electrical Components
isFang support for wall 30,Electrical Components
PROTECTIVE TOIL 16-18MM T18,Electrical Components
PROTECTIVE BARREL 19-23MM T22,Electrical Components
PROTECTIVE TREAD 26-30MM T30,Consumables
PROTECTIVE TREAD 34-38MM T36,Consumables
H07Z-K 1G120 GREEN/YELLOW 450/750 V T500,Cables
"ÖLFLEX CLASSIC 130 H 12G0,75 T500",Cables
"CONTROL CABLE 7G1,5 XCH-JZ DRUM",Cables
Image SLEEVE 25 MM ALUMINIUM,Consumables
SHEET PAN SCREW PH TX30 6.0X40 ELFZ,Consumables
SHEET SCREW 4.8X25MM ELFZ PH PH2 DIN 7504,Consumables
SEAT BOLT M8X25MM A4 SW13 W/NUT DIN933,Consumables
BELDEN 9842 LOW-CAB 2PAR RS-485,Cables
CABLE CAT6A F/UTP FCA PE BLACK,Cables
"BUS CABLE EIB-YH(ST)H 2X2X0,8 GREEN",Cables
Resistor 4.7K ohm 0.25W. 707-7726,Electrical Components
Resistor 2.2 KOhm 0.25W. Bag of 10 pcs.,Electrical Components
CABLE REEL ELP03 3G1.5 RUBBER 25M IP44,Cables
FLAT WASHER DIN7349 FZB 6MM 17.0X6.4X3.0,Consumables
Wooden ruler 2 meters,Tools
STEEL PIPE 20 mm hotdip galvanised L4M,Pipes Shrinks Clamps
STEEL PIPE 25 mm hotdip galvanised L4M,Electrical Components
STEEL PIPE 32 mm hotdip galvanised L4M,Electrical Components
"Coupling short 1"" 25MM hot dip galv",
"Coupling short 1 1/4"" 32MM hot dip galv",Consumables
STEEL PIPE 20 mm PRE galvanised L4M,Electrical Components
Steel pipe 25 mm PRE galvanised L4M,Pipes Shrinks Clamps
Aluminum conduit 3m x 20mm bendable,Electrical Components
Kärcher fleece bag 5 pcs NT 22/1,Tools
"Hook up wire H05Z-K 95°C 1X0,75 ORANGE S200",Cables
"Hook up wire H07Z-K 95°C 1X4,0 SORT S100",Cables
"Hook up wire H07Z-K 95°C 1X6,0 SORT R100",Cables
"Hook up wire H07Z-K 95°C 1X6,0 SORT T500",Cables
"Hook up wire H07Z-K 95°C 1G6,0 GRØN/GUL R100",Cables
Hook up wire H07Z-K 95°C 1X4 DARKBLU S100,Cables
"Installation Cable Blackflex B2ca Halogenfree 90°C 3G1,5 afm",Cables
"Installation Cable Blackflex B2ca Halogenfree 90°C 5G2,5 afm",Cables
Installation Cable Blackflex B2ca Halogenfree 90°C 5G4 afm,Cables
Installation Cable Blackflex B2ca Halogenfree 90°C 5G6 afm,Cables
Installation Cable Blackflex B2ca Halogenfree 90°C 5G16 afm,Cables
Functionally safe Cable FIREFIT Flex shielded 2x2x0.75mm² measurement,Consumables
"Firetuf FRHF 500V 5G2,5 K6 AFM",Cables
"XPUJ-HF 500V black 3G1,5 R100",Cables
Control cable HSC-JZ EMC UV UV B2ca 4G0.75 T500,Cables
Control cable HSC-JZ EMC UV UV B2ca 7G0.75 T500,Cables
"RS PRO Pipe fitting, Coupling, Steel, Galvanized, nominal size: 25mm",Electrical Components
Lapp SKINMATIC RZ Cable Gland Dismantling Tool Replacement Pin,Tools
"Repair sleeve RMS 76/22, L500 mm, cable diameter Ø28-65mm",Consumables
"Heat shrink box 2:1, Ø3.2/1.6 mm, black, 10M, without glue",Pipes Shrinks Clamps
"Heat shrink box 2:1, Ø25.4/12.7 mm, black, 5M, without glue",Pipes Shrinks Clamps
"Heat shrink box 2:1, Ø3.2/1.6 mm, red, 10M, without glue",Pipes Shrinks Clamps
"Heat shrink box 2:1, Ø25.4/12.7 mm, red, 5M, without glue",Pipes Shrinks Clamps
"Heat shrink box 3:1, Ø3.2/1.0 mm, yellow/green, 10M, without glue  20meters",Pipes Shrinks Clamps
"Heat shrink box 3:1, Ø12.7/4.0 mm, yellow/green, 5M, without glue  30meters",Pipes Shrinks Clamps
"Heat shrink box 3:1, Ø25.4/8.0 mm, yellow/green, 3M, without glue  30meters",Pipes Shrinks Clamps
"Schuko socket, for DIN rail mounting",Electrical Components
Hybrid plug adapter Schuko/DK ground,Electrical Components
"Pipe holder 2955, M20, light gray, RAL7035",Consumables
Cable tray MKSM 60x200 Perf. with magic click connection FS galv,Cables
Kabelbakke MKSM 110x200x3050 Perf. magic klik samling FT varmgalv,Cables
CABLE TIE 4.8X300 BLACK (100),Consumables
"Cable tie 7.6 x 300 mm, black (100)",Consumables
Kyoritsu 3125B – Digital 5kV High Voltage Insulation Tester,Tools
"CABLE 4x2x0,75 ",Cables
Tape white 15MMX10M NO.21,Consumables
Panduit wall outlet 2Module,Electrical Components
"Cca-s1b,d1,a 4G1,5",Cables
"Cca-s1b,d1,a1 5G2,5",Cables
Threaded Sleeve Electro-zinc plated M8 x 30 mm Hexagonal (700084),Consumables
Blind plug M20 polyamide,Consumables
Messing Forskruning M50 IP68 kabel Ø25-35 mm gevind L:15 mm,Electrical Components
Membrane nipple cable Ø 4-20 IP55,Consumables
Membrane nipple cable Ø 4-25 IP55,Consumables
16A main switch in eNClos,Electrical Components
Contactor LP1K0910BD 9A 3P+1Sl 24V DC,Electrical Components
Contactor 9A 2NO + 2NC 24V/DC (LEMU),
"RS PRO Pipe Fitting, Recessed Cover, Steel, Galvanised, nominal size: 20mm",Consumables
Cable tie 4.8X300 black P100,Consumables
Cable tie 4.8X370 black P100,Consumables
Cable tie 4.8X250 black P100,Consumables
"Cable tie 2,5X200 black P100",Consumables
Cable tie 7.6X450 black P50,Consumables
Heat-shrink tubing minibox with glue 9/3 mm black 3 m,Electrical Components
Heat-shrink tubing minibox with glue 3/1 mm black 5 m,Electrical Components
"Thin-walled heat-shrink tubing without glue minibox 6,4 mm 2:1 black 10 m",Electrical Components
"Shrinkflex mini box without glue 9,5/4,8MM yellow/green 10M",Electrical Components
Shrinkflex mini box without glue 3.2/1.6MM black 15M,Consumables
"Thin-walled heat-shrink tubing without glue minibox 3,2 mm 2:1 yellow/green 15 m",Electrical Components
"Shrinkflex mini box without glue12,7/6,4MM yellow/green 5M",Electrical Components
"""Earth clip 8-50mm 1/8"""" - 1 1/2"""" L 209mm 2,5 - 16mm2""",Electrical Components
"Extension cord Danish with earth and LED indicator. 16A IP44. 10M 3G1,5 H07RN-F.",Electrical Components
"Extension cord Danish with earth and LED indicator. 16A IP44. 25M 3G1,5 H07RN-F.",Electrical Components
Hybrid adapter schuko to danish earth,Electrical Components
Wooden ruler 2 meters,Tools
"Cable unroller for drums, 200 kg",Cables
Measuring tape 5m x 19mm,Tools
"SAFETY VEST W. REFLECTIVE, YELLOW, S/M",PPE
"SAFETY VEST W. REFLECTIVE, YELLOW, L/XL",PPE
"Safety vest with shoulder reflex, yellow, size XL",PPE
Combination wrenches metric 16mm,Tools
Ratcheting combination wrench 22mm clip,Cables
Ratcheting combination wrench 24mm clip,Tools
Pick-up tool magnetic 1kg,Tools
"""Bit 1/4"""" ph2 150mm 5pcs""",Tools
"""""""Socket 1/2"""""""" hexagonal 16mm""""""",Tools
"Screwdriver electrician straight 0,4x2,5x75",Tools
"Screwdriver Slotted 0,5x3x75mm",Tools
Screwdriver enginners slotted 2x12x250,Tools
Screwdriver PH 1x100mm,Tools
Screwdriver PH 2x125mm,Tools
"""Impact socket 1/2"""" deep hexagonal 24mm""",Tools
SAFETY GLASSES READY,PPE
"Plug polyamid ligth grey Metric M16x1,5",Consumables
"Plug polyamid ligth grey Metric M32x1,5",Consumables
"Plug polyamid ligth grey Metric M25x1,5",Consumables
"Plug polyamid ligth grey Metric M20x1,5",Consumables
"SKINDICHT BL-M 75x1,5",Consumables
"SKINDICHT SM-M 75x1,5 COUNTER NUT",Consumables
"SKINTOP ST-M 25x1,5 RAL 9005 sort",Consumables
"SKINTOP ST-M 16x1,5 RAL 9005 black",Consumables
SKINTOP GMP-GL-M 25x1.5 RAL 7035 light grey,Electrical Components
"SKINTOP GMP-GL-M 20x1,5 RAL 7035 light grey",
SKINTOP GMP-GL-M 16x1.5 RAL 7035 light grey,Electrical Components
SKINMATIC RZ,Tools
double socket +s white 2-pole + earth 2m,Electrical Components
"""Coupler, 5/8"""" rod""",Consumables
Spacer clamp ASL 733 25 FT Hot-dip galvanised,Consumables
WAGO Busbar Connector 2x0.2-4mm2 transparent,Electrical Components
WAGO Joint sleeve 3x0.2-4mm2 transparent,Electrical Components
"OTL-connector 6-95 MM², 2XAL/CU",Electrical Components
Cross-connector ZQV 2.5N/3 orange,Electrical Components
Cross-connector ZQV 2.5N/2 orange,Electrical Components
Cable Markers WMTB HF (40X12)R YE,Office Material
"Plastic label US-EMLP (85,6X54)",Consumables
AL/CU SKRUEKABELSKO 25-95 MM²/ Ø12,Consumables
Al/Cu screw terminals 185-300 mm² Ø12,Consumables
CU cable lug PK 16-6,Cables
"Pre-insulated ABIKO end terminal KA6-12ETW, 6mm² L12, Black",Consumables
"sulated ABIKO TWIN terminal tube KA16-16ETW2, 2x16mm² L16, Green",Electrical Components
"Insulated end-sleeve DIN 46228 T4, 2,5mm² l2=8mm blue",Electrical Components
Insulated terminal tube yellow 6mm² L=18mm,Consumables
"Insulated end-sleeve DIN 46228 T4, 10mm² l2=18mm red",Consumables
Insulated terminal pipe yellow 25mm² L=16mm,Consumables
"Insulated end-sleeve DIN 46228 T4, 35mm² l2=18mm red",Consumables
"Twin insulated end sleeve 2 x 1,5mm² l2=8mm black",Electrical Components
"Twin insulated end sleeve 2 x 2,5mm² l2=10mm blue",Electrical Components
"Twin insulated end sleeve 2 x 2,5mm² l2=13mm blue",Consumables
Twin insulated end sleeve 2 x 6mm² l2=14mm yellow,Consumables
Insulated end-sleeve wide collar 4mm² l2=10mm grey,Tools
Insulated end-sleeve wide collar 6mm ² 12mm yellow,Consumables
Flat bracket BG/F,Consumables
Installation pipe aluminum 3m x 40mm flexible,Pipes Shrinks Clamps
Cable cover rail 23.1000,Cables
Cable cover rail 35.1000,Cables
Cable duct flex unite 20MM SPEED LSZH R100,Cables
"Roxtec module, RM 30 for cable 0+10-25mm",Electrical Components
"Roxtec module, RM 60 for cable 0+28-54mm",Electrical Components
Wedge 120 MM AISI 316,Electrical Components
"Roxtec stayplate, 120mm galvanized",Consumables
Roxtec stayplate 120 AISI 316 stainless,Electrical Components
FireFree FF510 Foam Block 200x144x60 mm,Electrical Components
"Roxtec modul, RM 20W40 for kabel 0+3,5-16,5mm",Electrical Components
Datacable cat6A F/FTP 500m white,Cables
Truss-head bolt M6x20,Consumables
Wall and support bracket B110mm HDG,Consumables
Wall and support bracket B210mm,Electrical Components
"Cable tray EKS perforated 60x100x3000, St, FS",Cables
"Cable tray RKS perforated 60x50x3000, St, FS",Cables
"Cable tray EKS perforated 60x200x3000, St, FT",Cables
"Cable tray RKSM Magic, quick connector 60x100x3050, A2, 1.4301, 2B",Cables
"Truss-head bolt with washer and nut M6x16, A2, 1.4301 HDG!",Consumables
BIS STRUT GEVINDPLATTE M6,Consumables
Temflex™ el vinyltape 175 sort 19 mm x 20 m,Consumables
Cable tie T30R 4.6X200 Blue,Consumables
"Moment key set with bits, 21-piece 1000V",Tools
Cable lubricant gel in tube 0.25 kg,Cables
Cable roller Ø25cm max. 190 kg,Cables
WDU 70N/35,Electrical Components
Feed-through terminal WDU35N 104040,Consumables
Feed-through terminal WDU35N B.104048,Consumables
WDU 2.5,Electrical Components
WAP WDU2.5N/4N,Electrical Components
WDU 6,Electrical Components
WDU 6 BL,Electrical Components
WDU 10,Electrical Components
WDU 10 BL,Electrical Components
